id_odsp,date,country,ht,at,league,price,available_seats
zRIunKjU/,2023-11-30,italy,Parma,Bologna,I1,91,5182
08QSlM6B/,2023-12-01,italy,Internazionale,Sampdoria,I1,52,6422
2uHTXXRR/,2023-12-01,france,Bastia,Evian Thonon Gaillard,F1,96,6605
4l3eTizq/,2023-12-01,france,Bordeaux,AC Ajaccio,F1,23,11688
8hCJh47n/,2023-12-01,italy,Catania,AC Milan,I1,69,25742
EBUWmtMH/,2023-12-01,italy,Juventus,Udinese,I1,101,6314
ET7ud8I4/,2023-12-01,germany,Hannover 96,Eintracht Frankfurt,D1,61,23152
EVCFgpht/,2023-12-01,italy,Cagliari,Sassuolo,I1,52,16213
fZu7oidR/,2023-12-01,france,Paris Saint-Germain,Lyon,F1,102,4254
I1EWcUmh/,2023-12-01,germany,Borussia Monchengladbach,SC Freiburg,D1,50,13017
IJ7YvYW6/,2023-12-01,england,Hull,Liverpool,E0,74,17425
jXyiU5fL/,2023-12-01,england,Manchester City,Swansea,E0,39,21279
K6GbWBi0/,2023-12-01,spain,Real Betis,Rayo Vallecano,SP1,63,18071
MiEPtf2f/,2023-12-01,england,Chelsea,Southampton,E0,77,22961
MkNmo9gt/,2023-12-01,england,Tottenham,Manchester Utd,E0,74,4376
ngIjYXMm/,2023-12-01,spain,Athletic Bilbao,Barcelona,SP1,39,23336
nqBNiOMh/,2023-12-01,italy,Chievo Verona,Livorno,I1,65,14771
QeuIy7Tu/,2023-12-01,spain,Valencia,Osasuna,SP1,57,5360
QqHfXixf/,2023-12-01,spain,Granada,Sevilla,SP1,107,6848
xALmbQqP/,2023-12-01,italy,Atalanta,AS Roma,I1,70,617
dzKym0yO/,2023-12-02,italy,Lazio,Napoli,I1,28,8712
SfSKjrxa/,2023-12-02,italy,Fiorentina,Hellas Verona,I1,36,15164
8GQRpuND/,2023-12-03,france,Nantes,Valenciennes,F1,112,11687
dIdwv9l1/,2023-12-03,france,Lille,Marseille,F1,117,9550
dMUar7wa/,2023-12-03,england,Crystal Palace,West Ham,E0,77,26254
n7PVqaxK/,2023-12-03,france,Nice,AS Monaco,F1,100,28028
2aVeqmOh/,2023-12-04,england,Arsenal,Hull,E0,36,17669
4r0oxmJD/,2023-12-04,france,Montpellier,Lorient,F1,25,13683
4SiRbSNu/,2023-12-04,england,Fulham,Tottenham,E0,40,16816
CESYtB4r/,2023-12-04,france,AC Ajaccio,Bastia,F1,78,20826
GtUZrJiQ/,2023-12-04,france,Stade Rennes,St Etienne,F1,70,11122
hlO8to8B/,2023-12-04,england,Manchester Utd,Everton,E0,65,25777
IkG1vw0s/,2023-12-04,france,Sochaux,Stade de Reims,F1,110,9452
IRcZvkZf/,2023-12-04,france,Guingamp,Bordeaux,F1,72,25162
j5RxtVJl/,2023-12-04,france,Evian Thonon Gaillard,Paris Saint-Germain,F1,43,8379
MFSMOqIr/,2023-12-04,england,Swansea,Newcastle,E0,107,3014
pfyeTP9R/,2023-12-04,england,Stoke City,Cardiff,E0,78,6796
Q1MGvPxO/,2023-12-04,england,Sunderland,Chelsea,E0,58,23670
v5QKwqhU/,2023-12-04,england,West Brom,Manchester City,E0,47,12701
WvNCu5NH/,2023-12-04,england,Southampton,Aston Villa,E0,112,24813
zDT3sRh5/,2023-12-04,england,Liverpool,Norwich City,E0,26,4258
judswT37/,2023-12-05,france,Lyon,Toulouse,F1,81,6803
KnnO6PWM/,2023-12-06,germany,Nurnberg,Mainz,D1,114,21235
naao73Mu/,2023-12-06,italy,Bologna,Juventus,I1,65,19314
p27Izea6/,2023-12-06,france,Marseille,Nantes,F1,65,12925
0pWM8o2A/,2023-12-07,germany,Werder Bremen,Bayern Munich,D1,27,1508
4vIRN3Xl/,2023-12-07,england,Crystal Palace,Cardiff,E0,25,14847
6B8Eyyp0/,2023-12-07,france,Lorient,Stade Rennes,F1,22,5057
6NWI9Rn4/,2023-12-07,germany,VfB Stuttgart,Hannover 96,D1,35,23299
AHEpOQ1c/,2023-12-07,germany,Eintracht Frankfurt,TSG Hoffenheim,D1,41,1318
bFtfhr7N/,2023-12-07,england,Sunderland,Tottenham,E0,57,16102
CbvrepN4/,2023-12-07,england,Manchester Utd,Newcastle,E0,51,3046
EBj23LL4/,2023-12-07,italy,Livorno,AC Milan,I1,115,20375
GIXg13fp/,2023-12-07,germany,Hamburg SV,FC Augsburg,D1,61,10490
Gjyai2MT/,2023-12-07,england,West Brom,Norwich City,E0,44,5732
h2k62uyB/,2023-12-07,italy,Napoli,Udinese,I1,89,27025
h6DYtWLu/,2023-12-07,france,Stade de Reims,Nice,F1,59,26320
hKSEA7Xc/,2023-12-07,germany,Borussia Monchengladbach,Schalke 04,D1,104,17020
KOsjgOiH/,2023-12-07,england,Stoke City,Chelsea,E0,91,12203
Q1rnf4xB/,2023-12-07,england,Southampton,Manchester City,E0,82,16924
SO5ovU5b/,2023-12-07,france,Valenciennes,Guingamp,F1,102,2077
tU0RYYTI/,2023-12-07,france,Paris Saint-Germain,Sochaux,F1,59,10060
UZlwdQ7b/,2023-12-07,england,Liverpool,West Ham,E0,113,28717
W4v6CT2o/,2023-12-07,germany,Borussia Dortmund,Bayer Leverkusen,D1,38,7752
0E56wcFm/,2023-12-08,france,Bastia,Lyon,F1,118,7927
2w2NZEEC/,2023-12-08,france,AS Monaco,AC Ajaccio,F1,84,2674
8Emf5sih/,2023-12-08,italy,Hellas Verona,Atalanta,I1,75,5885
AwpB1ajH/,2023-12-08,italy,AS Roma,Fiorentina,I1,33,11681
bwoS5qnT/,2023-12-08,germany,SC Freiburg,VfL Wolfsburg,D1,46,12639
Cl9AxHUg/,2023-12-08,france,Bordeaux,Lille,F1,103,11338
jqjZd6hh/,2023-12-08,england,Fulham,Aston Villa,E0,20,21081
KCZpecTp/,2023-12-08,italy,Torino,Lazio,I1,119,26216
Klib416b/,2023-12-08,italy,Internazionale,Parma,I1,76,11089
lUrF0J5N/,2023-12-08,italy,Sampdoria,Catania,I1,35,15424
lY6suAjh/,2023-12-08,france,Toulouse,Montpellier,F1,28,20740
Qkbk6Nyn/,2023-12-08,italy,Cagliari,Genoa,I1,64,21999
rirJawLT/,2023-12-08,italy,Sassuolo,Chievo Verona,I1,31,7172
rJjVcnwn/,2023-12-08,england,Arsenal,Everton,E0,62,25595
ULyb0N9j/,2023-12-08,germany,TSV Eintracht Braunschweig,Hertha Berlin,D1,113,23221
rVGVMNne/,2023-12-09,england,Swansea,Hull,E0,78,27612
0KnWZN09/,2023-12-13,germany,Hertha Berlin,Werder Bremen,D1,29,22996
6wqYUPSp/,2023-12-13,france,Montpellier,St Etienne,F1,84,23872
nBTQZpbh/,2023-12-13,spain,Levante,Elche,SP1,117,19741
0EXUY4Db/,2023-12-14,spain,Malaga,Getafe,SP1,112,11915
4h3L83i4/,2023-12-14,england,Manchester City,Arsenal,E0,37,13301
A7c2zn5N/,2023-12-14,france,Guingamp,AS Monaco,F1,78,14572
biQ0Kr1M/,2023-12-14,germany,Hannover 96,Nurnberg,D1,68,21961
Cb6yEtvj/,2023-12-14,germany,TSG Hoffenheim,Borussia Dortmund,D1,58,16986
d4gbySkH/,2023-12-14,france,Evian Thonon Gaillard,Stade de Reims,F1,101,28561
EwmzW2cH/,2023-12-14,spain,Rayo Vallecano,Granada,SP1,60,24201
fNBWEMOq/,2023-12-14,germany,VfL Wolfsburg,VfB Stuttgart,D1,67,11041
fsdY51yN/,2023-12-14,england,West Ham,Sunderland,E0,38,10514
fyXYXOS4/,2023-12-14,spain,Barcelona,Villarreal,SP1,98,18464
G8QOimzb/,2023-12-14,france,Stade Rennes,Paris Saint-Germain,F1,97,24794
IecRz4o3/,2023-12-14,germany,FC Augsburg,TSV Eintracht Braunschweig,D1,77,29687
jeGZLs21/,2023-12-14,england,Cardiff,West Brom,E0,70,14677
jk5uD0gd/,2023-12-14,germany,Mainz,Borussia Monchengladbach,D1,82,5730
MHDTJt6o/,2023-12-14,italy,Catania,Hellas Verona,I1,116,15881
MoRKhTKi/,2023-12-14,france,Nice,Sochaux,F1,85,12589
Q14H9qxb/,2023-12-14,england,Hull,Stoke City,E0,88,16102
QHGhlpDo/,2023-12-14,spain,Osasuna,Real Madrid,SP1,62,4076
reSGg95o/,2023-12-14,france,Nantes,Toulouse,F1,106,13027
rwFCAPMi/,2023-12-14,england,Everton,Fulham,E0,111,19218
viJlNpH3/,2023-12-14,germany,Bayern Munich,Hamburg SV,D1,52,24475
W2B8B57o/,2023-12-14,england,Chelsea,Crystal Palace,E0,58,6424
YR7P7N6A/,2023-12-14,england,Newcastle,Southampton,E0,82,5912
zk5kwlL4/,2023-12-14,france,AC Ajaccio,Lorient,F1,25,16608
067cLOoG/,2023-12-15,germany,Bayer Leverkusen,Eintracht Frankfurt,D1,38,1251
08CXI0Li/,2023-12-15,italy,Chievo Verona,Sampdoria,I1,51,7377
0ltLdA4k/,2023-12-15,italy,Napoli,Internazionale,I1,118,6167
4nvMzRrn/,2023-12-15,spain,Atletico Madrid,Valencia,SP1,112,21152
4Ud6Z5KT/,2023-12-15,france,Lille,Bastia,F1,30,12676
CI6T6sMG/,2023-12-15,england,Tottenham,Liverpool,E0,114,13955
dGZTflZ1/,2023-12-15,italy,Udinese,Torino,I1,29,2082
EgqSj7k4/,2023-12-15,france,Lyon,Marseille,F1,92,15537
Eu4gx8zB/,2023-12-15,france,Bordeaux,Valenciennes,F1,39,10261
fqRzIKzb/,2023-12-15,italy,Fiorentina,Bologna,I1,39,8984
GbFqGb5A/,2023-12-15,italy,Juventus,Sassuolo,I1,47,29479
hUovVMCN/,2023-12-15,spain,Real Sociedad,Real Betis,SP1,53,23531
IaNQnMUp/,2023-12-15,england,Aston Villa,Manchester Utd,E0,85,2842
IPzQeUJe/,2023-12-15,italy,Parma,Cagliari,I1,34,29533
IsIhM4W9/,2023-12-15,germany,Schalke 04,SC Freiburg,D1,113,26893
niorUtST/,2023-12-15,spain,Almeria,Espanyol,SP1,65,29464
U1JmFIKG/,2023-12-15,italy,Lazio,Livorno,I1,109,22495
UoFwL1H7/,2023-12-15,england,Norwich City,Swansea,E0,103,14805
YRVxXrrB/,2023-12-15,spain,Sevilla,Athletic Bilbao,SP1,112,29264
YZPvHvj4/,2023-12-15,italy,Genoa,Atalanta,I1,105,15582
McsHcjkq/,2023-12-16,italy,AC Milan,AS Roma,I1,31,4332
OCxAP0zo/,2023-12-16,spain,Real Valladolid,Celta Vigo,SP1,65,4848
rZzqmPlT/,2023-12-20,france,AS Monaco,Valenciennes,F1,99,2621
Sf6Dn1pF/,2023-12-20,germany,Eintracht Frankfurt,FC Augsburg,D1,63,921
YsK0nOsb/,2023-12-20,spain,Elche,Malaga,SP1,50,23104
0fBHrtsN/,2023-12-21,spain,Granada,Real Sociedad,SP1,40,5296
48Fdm4Si/,2023-12-21,spain,Atletico Madrid,Levante,SP1,96,22729
4Go8aaEj/,2023-12-21,england,Fulham,Manchester City,E0,99,12629
4IGKHBtF/,2023-12-21,italy,Cagliari,Napoli,I1,98,27695
dIYWkR4A/,2023-12-21,france,Bastia,Montpellier,F1,43,2082
EFK23pZ9/,2023-12-21,france,Toulouse,Guingamp,F1,91,10024
Ei6fB9Jr/,2023-12-21,italy,Livorno,Udinese,I1,68,29402
fc89p2CA/,2023-12-21,spain,Villarreal,Sevilla,SP1,27,17031
fD41564c/,2023-12-21,france,St Etienne,Nantes,F1,37,19539
GM5c6nki/,2023-12-21,france,Stade de Reims,AC Ajaccio,F1,102,22454
IPOMPww2/,2023-12-21,germany,Hamburg SV,Mainz,D1,41,19628
jJ6rOrii/,2023-12-21,england,Manchester Utd,West Ham,E0,103,14383
KbbaK0jG/,2023-12-21,england,West Brom,Hull,E0,103,5673
lGDBrqcp/,2023-12-21,france,Nice,Evian Thonon Gaillard,F1,102,16515
OW4jMML3/,2023-12-21,england,Stoke City,Aston Villa,E0,120,27613
pCQERa8k/,2023-12-21,germany,Nurnberg,Schalke 04,D1,104,28022
QPn40uap/,2023-12-21,england,Crystal Palace,Newcastle,E0,37,7845
vBozZsGF/,2023-12-21,germany,Borussia Dortmund,Hertha Berlin,D1,34,3324
voALs0dT/,2023-12-21,spain,Real Betis,Almeria,SP1,82,26283
vZPIQJNe/,2023-12-21,germany,SC Freiburg,Hannover 96,D1,55,23860
W8MASugq/,2023-12-21,germany,Werder Bremen,Bayer Leverkusen,D1,114,10978
WjgMqof8/,2023-12-21,england,Liverpool,Cardiff,E0,37,25413
xz9fLtyA/,2023-12-21,england,Sunderland,Norwich City,E0,114,20580
YX69msV8/,2023-12-21,germany,TSV Eintracht Braunschweig,TSG Hoffenheim,D1,43,22751
zPLb4QJ3/,2023-12-21,france,Sochaux,Stade Rennes,F1,45,12393
2JHFs3Cj/,2023-12-22,france,Paris Saint-Germain,Lille,F1,95,29479
4rxul5ZM/,2023-12-22,france,Marseille,Bordeaux,F1,87,17048
4ta78731/,2023-12-22,italy,Sampdoria,Parma,I1,104,6029
6XBDqMRG/,2023-12-22,spain,Athletic Bilbao,Rayo Vallecano,SP1,104,6917
AJNBJXB2/,2023-12-22,italy,Atalanta,Juventus,I1,54,27257
bVjhxvKj/,2023-12-22,spain,Celta Vigo,Osasuna,SP1,64,22827
CrKSFkBR/,2023-12-22,italy,Internazionale,AC Milan,I1,70,3860
CYI4orc4/,2023-12-22,spain,Getafe,Barcelona,SP1,57,7222
CYvz1Ndi/,2023-12-22,spain,Valencia,Real Madrid,SP1,62,26084
dGeaATYl/,2023-12-22,italy,AS Roma,Catania,I1,28,8709
Gx2fUlQK/,2023-12-22,italy,Torino,Chievo Verona,I1,26,9252
KvhlwK4p/,2023-12-22,spain,Espanyol,Real Valladolid,SP1,25,10398
MgRFIiR8/,2023-12-22,italy,Bologna,Genoa,I1,109,221
nyovY1VL/,2023-12-22,germany,Borussia Monchengladbach,VfL Wolfsburg,D1,44,26050
pfcQr59E/,2023-12-22,england,Swansea,Everton,E0,105,29506
r9FOGVeL/,2023-12-22,italy,Hellas Verona,Lazio,I1,27,4802
rP3nWAe8/,2023-12-22,italy,Sassuolo,Fiorentina,I1,27,25433
U95nN26c/,2023-12-22,england,Southampton,Tottenham,E0,62,21947
z9XzkoKG/,2023-12-22,france,Lorient,Lyon,F1,25,25804
8p0x5LjT/,2023-12-23,england,Arsenal,Chelsea,E0,55,20286
bkc3JK5M/,2023-12-26,england,Aston Villa,Crystal Palace,E0,98,2100
CdwvDIrj/,2023-12-26,england,Manchester City,Liverpool,E0,58,24213
GQTTZuj3/,2023-12-26,england,Tottenham,West Brom,E0,104,10928
I7eYtqvR/,2023-12-26,england,Chelsea,Swansea,E0,39,23688
OWtrCxbd/,2023-12-26,england,Newcastle,Stoke City,E0,53,14040
SO17IvLS/,2023-12-26,england,Everton,Sunderland,E0,103,5442
UXmZDbTq/,2023-12-26,england,Hull,Manchester Utd,E0,81,17277
vHdUsPOK/,2023-12-26,england,Cardiff,Southampton,E0,40,10475
xzVPzMzc/,2023-12-26,england,Norwich City,Fulham,E0,46,29070
Y1OYYa59/,2023-12-26,england,West Ham,Arsenal,E0,112,6297
44TLXv1D/,2023-12-28,england,Manchester City,Crystal Palace,E0,49,12220
b1w1x3nr/,2023-12-28,england,Aston Villa,Swansea,E0,99,24219
je2vjMGs/,2023-12-28,england,West Ham,West Brom,E0,67,9921
QDUHYKo7/,2023-12-28,england,Hull,Fulham,E0,61,21325
WAL7ergK/,2023-12-28,england,Norwich City,Manchester Utd,E0,21,23077
xhx5yN1l/,2023-12-28,england,Cardiff,Sunderland,E0,76,9635
EZACf28Q/,2023-12-29,england,Tottenham,Stoke City,E0,37,3817
hKM3dOwE/,2023-12-29,england,Newcastle,Arsenal,E0,99,11452
rkuDZ0W0/,2023-12-29,england,Everton,Southampton,E0,20,14344
WEy9zsHf/,2023-12-29,england,Chelsea,Liverpool,E0,100,19357
0GvFEVJf/,2024-01-01,england,Manchester Utd,Tottenham,E0,105,17143
4lo6Gikr/,2024-01-01,england,Fulham,West Ham,E0,102,14716
ChNxYJKF/,2024-01-01,england,Crystal Palace,Norwich City,E0,23,7103
IikAFB4l/,2024-01-01,england,Liverpool,Hull,E0,111,3321
nXxNC9l7/,2024-01-01,england,Stoke City,Everton,E0,118,13372
O80nl0of/,2024-01-01,england,Swansea,Manchester City,E0,59,25491
pI1rktWm/,2024-01-01,england,Arsenal,Cardiff,E0,27,3506
QNyRBT3D/,2024-01-01,england,Sunderland,Aston Villa,E0,116,25429
SSF9zDtE/,2024-01-01,england,West Brom,Newcastle,E0,50,5089
v7wJDkZ0/,2024-01-01,england,Southampton,Chelsea,E0,74,2412
80Yra1R3/,2024-01-04,spain,Malaga,Atletico Madrid,SP1,54,29672
Qyqv0sCc/,2024-01-04,spain,Valencia,Levante,SP1,31,13027
v3RQjwZq/,2024-01-04,spain,Almeria,Granada,SP1,68,8499
YPQUkclj/,2024-01-04,spain,Real Valladolid,Real Betis,SP1,20,23054
2szaeJQS/,2024-01-05,spain,Real Sociedad,Athletic Bilbao,SP1,114,178
CGPYlH3d/,2024-01-05,spain,Osasuna,Espanyol,SP1,117,9637
ERM3xnIs/,2024-01-05,italy,Juventus,AS Roma,I1,55,23510
niXnbLtA/,2024-01-05,spain,Barcelona,Elche,SP1,27,18322
QsSNCYUS/,2024-01-05,italy,Fiorentina,Livorno,I1,53,25431
rmnZM6If/,2024-01-05,italy,Chievo Verona,Cagliari,I1,28,26195
tSojcudG/,2024-01-05,spain,Sevilla,Getafe,SP1,52,2759
23Jk8hwp/,2024-01-06,italy,Parma,Torino,I1,108,8223
bwyjlqHg/,2024-01-06,italy,Udinese,Hellas Verona,I1,52,12189
fstXs8fK/,2024-01-06,italy,Genoa,Sassuolo,I1,27,22277
KIpfdaBM/,2024-01-06,spain,Rayo Vallecano,Villarreal,SP1,25,29601
lY8HD0tc/,2024-01-06,spain,Real Madrid,Celta Vigo,SP1,80,7723
MiQBzQnf/,2024-01-06,italy,Lazio,Internazionale,I1,87,17087
r7EKY3H6/,2024-01-06,italy,AC Milan,Atalanta,I1,84,16821
UNCSWsnJ/,2024-01-06,italy,Napoli,Sampdoria,I1,102,13199
zNrROSmr/,2024-01-06,italy,Catania,Bologna,I1,116,3514
69Hxtjyn/,2024-01-08,france,St Etienne,Evian Thonon Gaillard,F1,113,27446
GrsYIPYd/,2024-01-10,france,Montpellier,AS Monaco,F1,37,26938
QJk83GIk/,2024-01-10,spain,Granada,Real Valladolid,SP1,59,1363
0WrpGNIF/,2024-01-11,france,Valenciennes,Bastia,F1,65,26908
6Dasd2Rq/,2024-01-11,france,Guingamp,St Etienne,F1,27,20746
8064PnYC/,2024-01-11,england,Tottenham,Crystal Palace,E0,23,23652
8xK624lG/,2024-01-11,france,AC Ajaccio,Paris Saint-Germain,F1,22,24998
dQIg7Chj/,2024-01-11,italy,Bologna,Lazio,I1,93,29569
Ew3kftdd/,2024-01-11,france,Lyon,Sochaux,F1,108,17063
fw0lTUYm/,2024-01-11,england,Hull,Chelsea,E0,97,19044
jVWrmK00/,2024-01-11,england,Cardiff,West Ham,E0,32,21473
Mo7PBvB9/,2024-01-11,spain,Atletico Madrid,Barcelona,SP1,112,4332
MuOA1O3M/,2024-01-11,france,Bordeaux,Toulouse,F1,105,2745
MuptH339/,2024-01-11,france,Stade Rennes,Nice,F1,32,21803
nTj44d3q/,2024-01-11,spain,Athletic Bilbao,Almeria,SP1,50,25749
SjbdR830/,2024-01-11,england,Southampton,West Brom,E0,60,26135
ULVnnvG6/,2024-01-11,england,Manchester Utd,Swansea,E0,107,24123
x25qUAJs/,2024-01-11,england,Fulham,Sunderland,E0,40,5704
YLATAbQF/,2024-01-11,spain,Elche,Sevilla,SP1,104,26645
zgJHYjBQ/,2024-01-11,england,Everton,Norwich City,E0,88,23604
zHHc6W7d/,2024-01-11,italy,Livorno,Parma,I1,98,23114
zkXbQwQ2/,2024-01-11,spain,Celta Vigo,Valencia,SP1,67,18037
44DF0rJS/,2024-01-12,france,Evian Thonon Gaillard,Marseille,F1,108,8000
8ruD2zYe/,2024-01-12,spain,Real Betis,Osasuna,SP1,71,27891
CY0tVFpc/,2024-01-12,italy,Sassuolo,AC Milan,I1,94,8680
Gp0Y9IuM/,2024-01-12,spain,Getafe,Rayo Vallecano,SP1,71,2605
IHUCaXLM/,2024-01-12,italy,Torino,Fiorentina,I1,114,2435
MoqH1fm2/,2024-01-12,spain,Espanyol,Real Madrid,SP1,117,20997
QmyVlG74/,2024-01-12,italy,Hellas Verona,Napoli,I1,51,26686
QyHaQSI6/,2024-01-12,england,Stoke City,Liverpool,E0,88,29299
SIpxIql3/,2024-01-12,france,Nantes,Lorient,F1,61,18174
SO7LCKe3/,2024-01-12,spain,Levante,Malaga,SP1,62,26902
ULsMjxwh/,2024-01-12,italy,Cagliari,Juventus,I1,39,20598
WjZcnNo6/,2024-01-12,italy,Atalanta,Catania,I1,74,9903
x2Zi4e7i/,2024-01-12,italy,AS Roma,Genoa,I1,62,18694
YTbhSllf/,2024-01-12,england,Newcastle,Manchester City,E0,34,24329
zm4oeMtj/,2024-01-12,france,Lille,Stade de Reims,F1,32,14624
b1ZxmfxH/,2024-01-13,italy,Internazionale,Chievo Verona,I1,59,19756
fyax9xeS/,2024-01-13,spain,Villarreal,Real Sociedad,SP1,92,27816
pSx02Zy4/,2024-01-13,italy,Sampdoria,Udinese,I1,106,843
tWJDZWeK/,2024-01-13,england,Aston Villa,Arsenal,E0,83,8147
ARqyQUVJ/,2024-01-17,spain,Malaga,Valencia,SP1,71,25886
t4JIUMX8/,2024-01-17,france,St Etienne,Lille,F1,102,11174
0d2p37O6/,2024-01-18,spain,Elche,Rayo Vallecano,SP1,62,2656
2DKEV2I2/,2024-01-18,france,Stade Rennes,Evian Thonon Gaillard,F1,32,4344
61kjDjjM/,2024-01-18,italy,Juventus,Sampdoria,I1,70,6122
dbxgE1mS/,2024-01-18,france,Lorient,Guingamp,F1,43,17461
EccfnAuQ/,2024-01-18,england,Crystal Palace,Stoke City,E0,96,24497
EuW2Pcu9/,2024-01-18,spain,Espanyol,Celta Vigo,SP1,70,23187
fim0OHfF/,2024-01-18,spain,Real Betis,Real Madrid,SP1,117,9512
I7wkFsYL/,2024-01-18,france,Bastia,Bordeaux,F1,113,20650
KvzNsUms/,2024-01-18,england,Liverpool,Aston Villa,E0,117,8259
n7gWwnm6/,2024-01-18,england,West Ham,Newcastle,E0,70,12014
ni58O6mJ/,2024-01-18,england,Arsenal,Fulham,E0,62,28147
OrVjobVC/,2024-01-18,england,Manchester City,Cardiff,E0,36,19950
OS8NTtmF/,2024-01-18,france,Sochaux,Montpellier,F1,53,5984
S4wVu8Ig/,2024-01-18,england,Sunderland,Southampton,E0,88,3078
StTO8uBk/,2024-01-18,france,Nice,AC Ajaccio,F1,39,24868
WGAT6kPs/,2024-01-18,spain,Granada,Osasuna,SP1,37,20346
xM1wGh63/,2024-01-18,italy,AS Roma,Livorno,I1,41,2975
YsvRtl3m/,2024-01-18,england,Norwich City,Hull,E0,101,25831
8M5h1ogJ/,2024-01-19,spain,Levante,Barcelona,SP1,39,27997
A5IT7aQe/,2024-01-19,france,Paris Saint-Germain,Nantes,F1,69,28243
AF9ihkEd/,2024-01-19,italy,Genoa,Internazionale,I1,53,3084
byjnEWzG/,2024-01-19,italy,Chievo Verona,Parma,I1,64,3625
CvUGbiyT/,2024-01-19,italy,Atalanta,Cagliari,I1,51,27730
EmGrfBqp/,2024-01-19,italy,Catania,Fiorentina,I1,34,27817
KpirFCL9/,2024-01-19,italy,Bologna,Napoli,I1,70,28728
ldHX6Ju2/,2024-01-19,france,Stade de Reims,Lyon,F1,84,16760
M53t4m90/,2024-01-19,spain,Getafe,Real Sociedad,SP1,75,10570
OIcZGYjc/,2024-01-19,italy,Udinese,Lazio,I1,32,10477
phlfCA5S/,2024-01-19,italy,Sassuolo,Torino,I1,55,20784
pj7ER6ZF/,2024-01-19,england,Swansea,Tottenham,E0,68,12640
UV6l2RwD/,2024-01-19,spain,Atletico Madrid,Sevilla,SP1,59,24686
vsEy5Tgf/,2024-01-19,spain,Villarreal,Almeria,SP1,66,6998
WOAmgVbj/,2024-01-19,italy,AC Milan,Hellas Verona,I1,91,5321
z5yiCEHs/,2024-01-19,france,Toulouse,AS Monaco,F1,97,7479
z7bjmjQJ/,2024-01-19,england,Chelsea,Manchester Utd,E0,24,28720
6exZvSXa/,2024-01-20,england,West Brom,Everton,E0,93,19480
QwAX59vl/,2024-01-20,spain,Athletic Bilbao,Real Valladolid,SP1,103,13297
4pT78WG6/,2024-01-24,france,Lille,Stade Rennes,F1,34,22155
KSNoUhUm/,2024-01-24,germany,Borussia Monchengladbach,Bayern Munich,D1,106,19223
Qik6K8gs/,2024-01-24,spain,Celta Vigo,Real Betis,SP1,82,5749
0AsJH6w0/,2024-01-25,spain,Real Valladolid,Villarreal,SP1,46,16556
2BJ6PUrJ/,2024-01-25,germany,Nurnberg,TSG Hoffenheim,D1,45,5840
4rlAJS8m/,2024-01-25,spain,Real Madrid,Granada,SP1,103,11058
6qQcRjE6/,2024-01-25,germany,VfL Wolfsburg,Hannover 96,D1,64,1288
8C2vPloQ/,2024-01-25,spain,Valencia,Espanyol,SP1,108,2440
CnAbVgOJ/,2024-01-25,france,Montpellier,Nice,F1,30,28869
f56hmYzQ/,2024-01-25,germany,SC Freiburg,Bayer Leverkusen,D1,117,18349
fRcJCvH8/,2024-01-25,italy,Lazio,Juventus,I1,84,3411
jw92UDwQ/,2024-01-25,france,Nantes,Stade de Reims,F1,112,11045
MLaYOi1m/,2024-01-25,france,Valenciennes,Lorient,F1,92,23552
OzPGsCbm/,2024-01-25,germany,Eintracht Frankfurt,Hertha Berlin,D1,111,26989
QgU39C10/,2024-01-25,france,Guingamp,Paris Saint-Germain,F1,109,14480
ShRgSWb0/,2024-01-25,germany,VfB Stuttgart,Mainz,D1,40,26850
UkZZDOxP/,2024-01-25,spain,Sevilla,Levante,SP1,92,15271
URzeBYWm/,2024-01-25,france,AC Ajaccio,Sochaux,F1,106,22658
x4YtVYEs/,2024-01-25,germany,Borussia Dortmund,FC Augsburg,D1,25,12537
xjTY4Sc2/,2024-01-25,italy,Napoli,Chievo Verona,I1,72,13460
4xVQ6lTk/,2024-01-26,italy,Sampdoria,Bologna,I1,50,7326
8IZbAhnf/,2024-01-26,france,Bordeaux,St Etienne,F1,104,8915
AsWF6AoJ/,2024-01-26,france,AS Monaco,Marseille,F1,73,11759
b7SB7jWC/,2024-01-26,france,Lyon,Evian Thonon Gaillard,F1,113,2917
baUU58rd/,2024-01-26,italy,Internazionale,Catania,I1,102,8941
ddNHx8FP/,2024-01-26,spain,Barcelona,Malaga,SP1,60,21485
fXtNGQh6/,2024-01-26,spain,Almeria,Getafe,SP1,55,8682
GzaFDK12/,2024-01-26,italy,Fiorentina,Genoa,I1,112,13783
jazWE4NI/,2024-01-26,spain,Rayo Vallecano,Atletico Madrid,SP1,35,765
jZQM7UDq/,2024-01-26,italy,Torino,Atalanta,I1,104,6190
l8F2QATC/,2024-01-26,germany,Werder Bremen,TSV Eintracht Braunschweig,D1,110,20617
llcNBbWE/,2024-01-26,italy,Cagliari,AC Milan,I1,95,27294
MJrFInOg/,2024-01-26,spain,Osasuna,Athletic Bilbao,SP1,91,6912
nZFQAIoL/,2024-01-26,italy,Hellas Verona,AS Roma,I1,25,2576
ppQCrhqs/,2024-01-26,germany,Hamburg SV,Schalke 04,D1,96,22313
Uc5V9x1R/,2024-01-26,italy,Livorno,Sassuolo,I1,83,5732
W6ic5d9r/,2024-01-26,italy,Parma,Udinese,I1,99,19055
8zoRFp8C/,2024-01-27,spain,Real Sociedad,Elche,SP1,117,17795
AZ393uos/,2024-01-28,england,Swansea,Fulham,E0,35,19212
